@RELATION 'Onset events in 2462'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
0.0,'[]','[]','[]','[]','[]','[]','[]','[+40]','[+35,+59]','[]','[]','[+52,+56,+59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
0.5,'[]','[]','[]','[]','[]','[]','[]','[40]','[+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
1.0,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
1.5,'[]','[]','[]','[]','[]','[]','[]','[40]','[+35,+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
2.0,'[]','[]','[]','[]','[]','[]','[]','[40]','[+35,+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
2.5,'[]','[]','[]','[]','[]','[]','[]','[40]','[+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.0,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
3.5,'[]','[]','[]','[]','[]','[]','[]','[40]','[+35,+59]','[]','[]','[52,56,59]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.0,'[]','[]','[]','[]','[]','[]','[]','[+44]','[+35,+59]','[]','[]','[+51,+56,+59]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
4.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.0,'[]','[]','[]','[]','[]','[]','[]','[44]','[+40,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
5.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+35,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.0,'[]','[]','[]','[]','[]','[]','[]','[+47]','[+35,+59]','[]','[]','[+51,+54,+59]','[]','[]','[]','[]','[]','[]','[]','[+68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
6.5,'[]','[]','[]','[]','[]','[]','[]','[47]','[+59]','[]','[]','[51,54,59]','[]','[]','[]','[]','[]','[]','[]','[68]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.0,'[]','[]','[]','[]','[]','[]','[]','[47]','[+40,+59]','[]','[]','[51,54,59]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
7.5,'[]','[]','[]','[]','[]','[]','[]','[47]','[+35,+59]','[]','[]','[51,54,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.0,'[]','[]','[]','[]','[]','[]','[]','[+44]','[+35,+59]','[]','[]','[+51,+56,+59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
8.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.0,'[]','[]','[]','[]','[]','[]','[]','[44]','[+40,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
9.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+35,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.0,'[]','[]','[]','[]','[]','[]','[]','[44]','[+35,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
10.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+71]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.0,'[]','[]','[]','[]','[]','[]','[]','[44]','[+40,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+66]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
11.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+35,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.0,'[]','[]','[]','[]','[]','[]','[]','[+44]','[+35,+59]','[]','[]','[+51,+56,+59]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
12.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.0,'[]','[]','[]','[]','[]','[]','[]','[44]','[+40,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
13.5,'[]','[]','[]','[]','[]','[]','[]','[44]','[+35,+59]','[]','[]','[51,56,59]','[]','[]','[]','[]','[]','[]','[]','[+76]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.0,'[]','[]','[]','[]','[]','[]','[]','[+37]','[+35,+59]','[]','[]','[+52,+56,+61]','[]','[]','[]','[]','[]','[]','[]','[+73]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
14.5,'[]','[]','[]','[]','[]','[]','[]','[37]','[+59]','[]','[]','[52,56,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.0,'[]','[]','[]','[]','[]','[]','[]','[37]','[+40,+59]','[]','[]','[52,56,61]','[]','[]','[]','[]','[]','[]','[]','[+64]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
15.5,'[]','[]','[]','[]','[]','[]','[]','[37]','[+35,+59]','[]','[]','[52,56,61]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
16.0,'[]','[]','[]','[]','[]','[]','[]','[+44]','[+35,+59]','[]','[]','[+51,+56,+59]','[]','[]','[]','[]','[]','[]','[]','[+75]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]'
