@RELATION 'Onset events in 2720'

@ATTRIBUTE 'Onset time in seconds' NUMERIC
@ATTRIBUTE 'Onset events of AcousticGuitar' STRING
@ATTRIBUTE 'Onset events of AltoSax' STRING
@ATTRIBUTE 'Onset events of Balalaika' STRING
@ATTRIBUTE 'Onset events of BrightPiano' STRING
@ATTRIBUTE 'Onset events of Cello' STRING
@ATTRIBUTE 'Onset events of Clarinet' STRING
@ATTRIBUTE 'Onset events of DoubleBassArco' STRING
@ATTRIBUTE 'Onset events of DoubleBassPizz' STRING
@ATTRIBUTE 'Onset events of Drums' STRING
@ATTRIBUTE 'Onset events of ElectricBass' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarClean' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarCrunch' STRING
@ATTRIBUTE 'Onset events of ElectricGuitarLead' STRING
@ATTRIBUTE 'Onset events of ElectricPiano' STRING
@ATTRIBUTE 'Onset events of Erhu' STRING
@ATTRIBUTE 'Onset events of Flugelhorn' STRING
@ATTRIBUTE 'Onset events of Flute' STRING
@ATTRIBUTE 'Onset events of Fujara' STRING
@ATTRIBUTE 'Onset events of Jinghu' STRING
@ATTRIBUTE 'Onset events of MorinKhuur' STRING
@ATTRIBUTE 'Onset events of OrganBass' STRING
@ATTRIBUTE 'Onset events of PanFlute' STRING
@ATTRIBUTE 'Onset events of Piano' STRING
@ATTRIBUTE 'Onset events of Shakuhachi' STRING
@ATTRIBUTE 'Onset events of Sitar' STRING
@ATTRIBUTE 'Onset events of TenorSax' STRING
@ATTRIBUTE 'Onset events of Trombone' STRING
@ATTRIBUTE 'Onset events of Trumpet' STRING
@ATTRIBUTE 'Onset events of Ukulele' STRING
@ATTRIBUTE 'Onset events of Viola' STRING
@ATTRIBUTE 'Onset events of Violin' STRING

@DATA
0.0,'[]','[]','[]','[]','[]','[]','[]','[+36]','[+36,+42]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55,+60,+64]','[]','[+60]','[]','[]','[]','[]'
0.2521,'[]','[]','[]','[]','[]','[]','[]','[36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[+50]','[]','[]','[]','[]'
0.504201,'[]','[]','[]','[]','[]','[]','[]','[36]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[]','[]','[]','[]','[]'
0.756301,'[]','[]','[]','[]','[]','[]','[]','[36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[]','[]','[]','[]','[]'
1.008402,'[]','[]','[]','[]','[]','[]','[]','[36]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[+54]','[]','[]','[]','[]'
1.260502,'[]','[]','[]','[]','[]','[]','[]','[36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[]','[]','[]','[]','[]'
1.512603,'[]','[]','[]','[]','[]','[]','[]','[36]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[+59]','[]','[]','[]','[]'
1.764703,'[]','[]','[]','[]','[]','[]','[]','[36]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,60,64]','[]','[59]','[]','[]','[]','[]'
2.016804,'[]','[]','[]','[]','[]','[]','[]','[+40]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55,+59,+64]','[]','[+52]','[]','[]','[]','[]'
2.268904,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+62]','[]','[]','[]','[]'
2.521005,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+59]','[]','[]','[]','[]'
2.773105,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+59]','[]','[]','[]','[]'
3.025206,'[]','[]','[]','[]','[]','[]','[]','[40]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+52]','[]','[]','[]','[]'
3.277306,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[52]','[]','[]','[]','[]'
3.529407,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+59]','[]','[]','[]','[]'
3.781507,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+52]','[]','[]','[]','[]'
4.033608,'[]','[]','[]','[]','[]','[]','[]','[+40]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55,+59,+64]','[]','[]','[]','[]','[]','[]'
4.285708,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+52]','[]','[]','[]','[]'
4.537809,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]'
4.789909,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+52]','[]','[]','[]','[]'
5.04201,'[]','[]','[]','[]','[]','[]','[]','[40]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]'
5.29411,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]'
5.546211,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+54]','[]','[]','[]','[]'
5.798311,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]'
6.050412,'[]','[]','[]','[]','[]','[]','[]','[+40]','[+36,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[+55,+59,+64]','[]','[+57]','[]','[]','[]','[]'
6.302512,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[57]','[]','[]','[]','[]'
6.554613,'[]','[]','[]','[]','[]','[]','[]','[40]','[+40,+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+62]','[]','[]','[]','[]'
6.806713,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[+52]','[]','[]','[]','[]'
7.058814,'[]','[]','[]','[]','[]','[]','[]','[40]','[+59]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]'
7.310914,'[]','[]','[]','[]','[]','[]','[]','[40]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[]','[55,59,64]','[]','[]','[]','[]','[]','[]'
